ax,ay,az
-0.016483516483516484,-0.013431013431013432,1.377899877899878
0.038461538461538464,-0.06471306471306472,1.2796092796092795
-0.01098901098901099,-0.031746031746031744,1.277167277167277
-0.11172161172161173,0.06471306471306472,1.3797313797313797
-0.014652014652014652,-0.051892551892551896,1.2106227106227105
0.0873015873015873,-0.26434676434676435,1.4304029304029304
0.5018315018315018,-0.2960927960927961,1.6794871794871795
2.8235653235653237,-1.2155067155067154,2.139194139194139
4.097069597069597,-0.5854700854700855,0.8791208791208791
-2.9804639804639805,0.7197802197802198,0.7942612942612942
-1.3827838827838828,0.1562881562881563,1.1581196581196582
-1.0360195360195361,0.21916971916971917,1.6074481074481075
0.06105006105006105,-0.0115995115995116,1.1294261294261294
0.7283272283272283,-0.2326007326007326,1.0531135531135531
0.3321123321123321,-0.29853479853479853,0.9010989010989011
0.4139194139194139,-0.22283272283272285,0.9328449328449329
0.0927960927960928,-0.1227106227106227,1.098901098901099
0.1916971916971917,-0.1568986568986569,0.9816849816849816
0.0757020757020757,-0.1288156288156288,1.0811965811965811
0.06471306471306472,-0.12026862026862027,1.0787545787545787
